#  
# Join of  'bsm_station_times.txt'  and  'earthquakes.txt'
#
 year mo dy hr mi sec sta4 sta16            geodkm jday eqnum nlat  elon    depkm Mw  eqid        
 2011  9  1  2  6 22  B045 rdcrst045bcn2008 446.89 244  144   43.34 -127.73 23.9  4.8 2011.244_4.8
 2011 10 13  4 14  1  B045 rdcrst045bcn2008 426.49 286  146   43.29 -127.44 13.7  5.6 2011.286_5.6
 2011 10 27  6 37 14  B045 rdcrst045bcn2008 326.41 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012  2 13 21  7  6  B045 rdcrst045bcn2008  87.16 044  149   41.16 -123.79 29.3  5.6 2012.044_5.6
 2012  2 15  3 31 22  B045 rdcrst045bcn2008 448.72 046  150   43.40 -127.68 17.9  5.9 2012.046_5.9
 2012  4 11 22 41 48  B045 rdcrst045bcn2008 462.45 102  152   43.40 -127.92 19.6  6.0 2012.102_6.0
 2012  6 19 13 40 58  B045 rdcrst045bcn2008 435.48 171  153   43.36 -127.50 18.5  5.3 2012.171_5.3
 2012  7  6 17 50 26  B045 rdcrst045bcn2008 457.82 188  157   43.45 -127.77 24.4  4.8 2012.188_4.8
 2012  7 21  1 52  4  B045 rdcrst045bcn2008 124.44 203  158   40.39 -125.45 16.7  5.2 2012.203_5.2
 2012  7 21  6  4 27  B045 rdcrst045bcn2008 118.80 203  159   40.41 -125.38 19.0  5.4 2012.203_5.4
 2012  9 26  7 42 41  B045 rdcrst045bcn2008 363.90 270  167   43.02 -126.69 12.4  4.8 2012.270_4.8
 2012 10 26 14 18 22  B045 rdcrst045bcn2008 317.89 300  171   42.08 -127.10 21.1  4.7 2012.300_4.7
 2013  1 30  3 14 29  B045 rdcrst045bcn2008 462.75 030  174   43.47 -127.83 12.0  5.4 2013.030_5.4
 2013  2 27 22 25 43  B045 rdcrst045bcn2008 370.43 058  176   43.03 -126.80 12.0  5.2 2013.058_5.2
 2013  3 30 21 43 21  B045 rdcrst045bcn2008 208.52 089  177   40.47 -126.44 26.2  4.9 2013.089_4.9
 2013  5 24  3 47 12  B045 rdcrst045bcn2008 251.81 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  7 20 17 20 56  B045 rdcrst045bcn2008 379.54 201  180   43.13 -126.81 16.2  4.8 2013.201_4.8
 2013 10 11 23  5 40  B045 rdcrst045bcn2008  91.28 284  183   40.83 -124.91 21.7  5.2 2013.284_5.2
 2013 12  1  3 19 40  B045 rdcrst045bcn2008 303.38 335  184   41.74 -127.17 14.4  5.5 2013.335_5.5
 2014  3 10  5 18 22  B045 rdcrst045bcn2008 114.24 069  185   40.80 -125.25 13.9  6.9 2014.069_6.9
 2014  3 13 19 11 36  B045 rdcrst045bcn2008 316.96 072  186   42.00 -127.16 12.3  5.5 2014.072_5.5
 2004  3 17 23 53 14  B054 sibley054bcn2008 216.89 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B054 sibley054bcn2008 308.93 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B054 sibley054bcn2008 308.05 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B054 sibley054bcn2008 261.26 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B054 sibley054bcn2008 253.97 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B054 sibley054bcn2008 412.25 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B054 sibley054bcn2008 250.60 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  3 18  7 24  2  B054 sibley054bcn2008 363.87 077   24   40.40 -124.86 21.6  4.9 2005.077_4.9
 2005  4 16 19 18 22  B054 sibley054bcn2008 414.31 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2005  6 17  6 21 45  B054 sibley054bcn2008 499.62 168   29   40.64 -126.76 16.2  6.6 2005.168_6.6
 2005  6 19  9 27 21  B054 sibley054bcn2008 483.88 170   30   40.45 -126.71 15.5  4.9 2005.170_4.9
 2006  5 12 10 37 32  B054 sibley054bcn2008 119.52 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2006 10 17 20 53 18  B054 sibley054bcn2008 455.96 290   42   40.46 -126.29 12.0  4.9 2006.290_4.9
 2007  2 26 12 20  0  B054 sibley054bcn2008 385.65 057   47   40.63 -124.90 15.9  5.4 2007.057_5.4
 2007  5  9  7 50  9  B054 sibley054bcn2008 367.18 129   49   40.34 -125.01 19.4  5.4 2007.129_5.4
 2007  6 25  2 32 29  B054 sibley054bcn2008 424.71 176   50   41.08 -124.87 22.5  5.0 2007.176_5.0
 2007 10 31  3  4 59  B054 sibley054bcn2008  67.29 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2007 12 11 19 17 25  B054 sibley054bcn2008 458.05 345   58   40.50 -126.28 21.5  4.9 2007.345_4.9
 2008  1 19 23 13 10  B054 sibley054bcn2008 267.96 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B054 sibley054bcn2008 274.42 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B054 sibley054bcn2008 352.04 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008 10 26  9 27 25  B054 sibley054bcn2008 342.15 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2009  8  7 10 49 39  B054 sibley054bcn2008 343.24 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B054 sibley054bcn2008 421.76 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B054 sibley054bcn2008 424.96 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B054 sibley054bcn2008 420.83 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2010  1 10  0 27 47  B054 sibley054bcn2008 372.31 010  109   40.53 -124.81 19.0  6.5 2010.010_6.5
 2010  2  4 20 20 24  B054 sibley054bcn2008 373.61 035  110   40.37 -125.08 18.5  5.9 2010.035_5.9
 2011  4 17  0 45 41  B054 sibley054bcn2008 313.13 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B054 sibley054bcn2008 174.53 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B054 sibley054bcn2008 258.67 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012  2 13 21  7  6  B054 sibley054bcn2008 391.22 044  149   41.16 -123.79 29.3  5.6 2012.044_5.6
 2012  7 21  1 52  4  B054 sibley054bcn2008 397.09 203  158   40.39 -125.45 16.7  5.2 2012.203_5.2
 2012  7 21  6  4 27  B054 sibley054bcn2008 394.43 203  159   40.41 -125.38 19.0  5.4 2012.203_5.4
 2012 10 21  6 55 14  B054 sibley054bcn2008 211.60 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B054 sibley054bcn2008 366.05 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  3 30 21 43 21  B054 sibley054bcn2008 466.79 089  177   40.47 -126.44 26.2  4.9 2013.089_4.9
 2013  5 24  3 47 12  B054 sibley054bcn2008 281.55 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B054 sibley054bcn2008 424.25 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2013 10 11 23  5 40  B054 sibley054bcn2008 403.92 284  183   40.83 -124.91 21.7  5.2 2013.284_5.2
 2014  3 10  5 18 22  B054 sibley054bcn2008 418.83 069  185   40.80 -125.25 13.9  6.9 2014.069_6.9
 2004  3 17 23 53 14  B057 lucasv057bcn2008 246.67 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B057 lucasv057bcn2008 340.11 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B057 lucasv057bcn2008 339.24 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B057 lucasv057bcn2008 295.25 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B057 lucasv057bcn2008 288.23 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B057 lucasv057bcn2008 448.76 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B057 lucasv057bcn2008 284.82 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  3 18  7 24  2  B057 lucasv057bcn2008 329.72 077   24   40.40 -124.86 21.6  4.9 2005.077_4.9
 2005  4 16 19 18 22  B057 lucasv057bcn2008 449.63 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2005  6 15  2 51  5  B057 lucasv057bcn2008 478.87 166   27   41.15 -126.42 20.4  7.2 2005.166_7.2
 2005  6 17  6 21 45  B057 lucasv057bcn2008 463.09 168   29   40.64 -126.76 16.2  6.6 2005.168_6.6
 2005  6 19  9 27 21  B057 lucasv057bcn2008 447.18 170   30   40.45 -126.71 15.5  4.9 2005.170_4.9
 2006  3 22  5 42  2  B057 lucasv057bcn2008 464.76 081   35   40.76 -126.66 12.9  5.0 2006.081_5.0
 2006  5 12 10 37 32  B057 lucasv057bcn2008  90.24 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2006 10 17 20 53 18  B057 lucasv057bcn2008 419.54 290   42   40.46 -126.29 12.0  4.9 2006.290_4.9
 2007  2 26 12 20  0  B057 lucasv057bcn2008 352.00 057   47   40.63 -124.90 15.9  5.4 2007.057_5.4
 2007  5  9  7 50  9  B057 lucasv057bcn2008 332.46 129   49   40.34 -125.01 19.4  5.4 2007.129_5.4
 2007  6 25  2 32 29  B057 lucasv057bcn2008 392.41 176   50   41.08 -124.87 22.5  5.0 2007.176_5.0
 2007 10 31  3  4 59  B057 lucasv057bcn2008 101.45 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2007 12 11 19 17 25  B057 lucasv057bcn2008 421.74 345   58   40.50 -126.28 21.5  4.9 2007.345_4.9
 2008  1 19 23 13 10  B057 lucasv057bcn2008 246.33 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B057 lucasv057bcn2008 286.67 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B057 lucasv057bcn2008 324.60 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008 10 26  9 27 25  B057 lucasv057bcn2008 308.35 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2008 11 28 13 42 24  B057 lucasv057bcn2008 464.22 333   93   40.35 -127.04 22.8  5.9 2008.333_5.9
 2009  8  7 10 49 39  B057 lucasv057bcn2008 309.76 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B057 lucasv057bcn2008 458.42 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B057 lucasv057bcn2008 461.55 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B057 lucasv057bcn2008 457.40 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2010  1 10  0 27 47  B057 lucasv057bcn2008 338.65 010  109   40.53 -124.81 19.0  6.5 2010.010_6.5
 2010  2  4 20 20 24  B057 lucasv057bcn2008 338.80 035  110   40.37 -125.08 18.5  5.9 2010.035_5.9
 2011  4 17  0 45 41  B057 lucasv057bcn2008 340.88 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B057 lucasv057bcn2008 207.46 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B057 lucasv057bcn2008 266.74 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012  2 13 21  7  6  B057 lucasv057bcn2008 363.66 044  149   41.16 -123.79 29.3  5.6 2012.044_5.6
 2012  7 21  1 52  4  B057 lucasv057bcn2008 361.59 203  158   40.39 -125.45 16.7  5.2 2012.203_5.2
 2012  7 21  6  4 27  B057 lucasv057bcn2008 359.12 203  159   40.41 -125.38 19.0  5.4 2012.203_5.4
 2012 10 21  6 55 14  B057 lucasv057bcn2008 245.38 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B057 lucasv057bcn2008 396.99 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  3 30 21 43 21  B057 lucasv057bcn2008 430.34 089  177   40.47 -126.44 26.2  4.9 2013.089_4.9
 2013  5 24  3 47 12  B057 lucasv057bcn2008 277.69 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B057 lucasv057bcn2008 455.95 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2013 10 11 23  5 40  B057 lucasv057bcn2008 370.83 284  183   40.83 -124.91 21.7  5.2 2013.284_5.2
 2014  3 10  5 18 22  B057 lucasv057bcn2008 384.71 069  185   40.80 -125.25 13.9  6.9 2014.069_6.9
 2004  3 17 23 53 14  B058 sjgrad058bcn2007  88.61 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B058 sjgrad058bcn2007 289.50 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B058 sjgrad058bcn2007 288.72 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B058 sjgrad058bcn2007 135.51 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B058 sjgrad058bcn2007 129.24 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B058 sjgrad058bcn2007 299.36 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B058 sjgrad058bcn2007 125.77 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  3 18  7 24  2  B058 sjgrad058bcn2007 490.71 077   24   40.40 -124.86 21.6  4.9 2005.077_4.9
 2005  4 16 19 18 22  B058 sjgrad058bcn2007 292.35 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2006  5 12 10 37 32  B058 sjgrad058bcn2007 248.68 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2007  5  9  7 50  9  B058 sjgrad058bcn2007 493.16 129   49   40.34 -125.01 19.4  5.4 2007.129_5.4
 2007 10 31  3  4 59  B058 sjgrad058bcn2007  67.15 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  1 19 23 13 10  B058 sjgrad058bcn2007 393.81 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B058 sjgrad058bcn2007 339.47 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B058 sjgrad058bcn2007 480.82 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008  7 29 18 42 20  B058 sjgrad058bcn2007 465.29 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 10 26  9 27 25  B058 sjgrad058bcn2007 469.43 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2009  8  7 10 49 39  B058 sjgrad058bcn2007 471.02 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B058 sjgrad058bcn2007 338.91 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B058 sjgrad058bcn2007 343.05 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B058 sjgrad058bcn2007 339.27 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2010  1 10  0 27 47  B058 sjgrad058bcn2007 499.89 010  109   40.53 -124.81 19.0  6.5 2010.010_6.5
 2010  2  4 20 20 24  B058 sjgrad058bcn2007 499.45 035  110   40.37 -125.08 18.5  5.9 2010.035_5.9
 2011  4 17  0 45 41  B058 sjgrad058bcn2007 313.88 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B058 sjgrad058bcn2007  49.90 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B058 sjgrad058bcn2007 335.81 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012 10 21  6 55 14  B058 sjgrad058bcn2007  86.10 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B058 sjgrad058bcn2007 343.08 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 24  3 47 12  B058 sjgrad058bcn2007 383.48 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B058 sjgrad058bcn2007 294.91 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B065 gabiln065bcn2007  80.90 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B065 gabiln065bcn2007 284.36 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B065 gabiln065bcn2007 283.59 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B065 gabiln065bcn2007 124.58 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B065 gabiln065bcn2007 118.20 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B065 gabiln065bcn2007 288.07 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B065 gabiln065bcn2007 114.74 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  4 16 19 18 22  B065 gabiln065bcn2007 281.18 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2006  5 12 10 37 32  B065 gabiln065bcn2007 258.53 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2007 10 31  3  4 59  B065 gabiln065bcn2007  75.97 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  1 19 23 13 10  B065 gabiln065bcn2007 402.20 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B065 gabiln065bcn2007 341.27 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B065 gabiln065bcn2007 490.07 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008  7 29 18 42 20  B065 gabiln065bcn2007 454.15 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 10 26  9 27 25  B065 gabiln065bcn2007 479.87 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2009  8  7 10 49 39  B065 gabiln065bcn2007 481.40 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B065 gabiln065bcn2007 328.81 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B065 gabiln065bcn2007 333.01 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B065 gabiln065bcn2007 329.26 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2011  4 17  0 45 41  B065 gabiln065bcn2007 310.24 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B065 gabiln065bcn2007  40.16 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B065 gabiln065bcn2007 338.82 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012 10 21  6 55 14  B065 gabiln065bcn2007  75.18 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B065 gabiln065bcn2007 337.28 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 24  3 47 12  B065 gabiln065bcn2007 388.66 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B065 gabiln065bcn2007 285.08 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B066 rockrd066bcn2007  95.04 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B066 rockrd066bcn2007 287.36 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B066 rockrd066bcn2007 286.57 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B066 rockrd066bcn2007 140.86 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B066 rockrd066bcn2007 134.42 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B066 rockrd066bcn2007 303.50 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B066 rockrd066bcn2007 130.96 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  3 18  7 24  2  B066 rockrd066bcn2007 484.86 077   24   40.40 -124.86 21.6  4.9 2005.077_4.9
 2005  4 16 19 18 22  B066 rockrd066bcn2007 297.39 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2006  5 12 10 37 32  B066 rockrd066bcn2007 242.48 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2007  5  9  7 50  9  B066 rockrd066bcn2007 487.39 129   49   40.34 -125.01 19.4  5.4 2007.129_5.4
 2007 10 31  3  4 59  B066 rockrd066bcn2007  60.83 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  1 19 23 13 10  B066 rockrd066bcn2007 387.34 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B066 rockrd066bcn2007 334.10 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B066 rockrd066bcn2007 474.47 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008  7 29 18 42 20  B066 rockrd066bcn2007 470.35 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 10 26  9 27 25  B066 rockrd066bcn2007 463.52 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2009  8  7 10 49 39  B066 rockrd066bcn2007 465.07 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B066 rockrd066bcn2007 340.75 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B066 rockrd066bcn2007 344.84 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B066 rockrd066bcn2007 341.02 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2010  1 10  0 27 47  B066 rockrd066bcn2007 493.96 010  109   40.53 -124.81 19.0  6.5 2010.010_6.5
 2010  2  4 20 20 24  B066 rockrd066bcn2007 493.69 035  110   40.37 -125.08 18.5  5.9 2010.035_5.9
 2011  4 17  0 45 41  B066 rockrd066bcn2007 310.86 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B066 rockrd066bcn2007  54.86 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B066 rockrd066bcn2007 330.10 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012 10 21  6 55 14  B066 rockrd066bcn2007  91.28 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B066 rockrd066bcn2007 341.32 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 24  3 47 12  B066 rockrd066bcn2007 377.22 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B066 rockrd066bcn2007 301.05 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B067 stoney067bcn2007  84.61 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  9 18 23  2 21  B067 stoney067bcn2007 290.17 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B067 stoney067bcn2007 289.40 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
 2004  9 28 17 15 31  B067 stoney067bcn2007 131.84 272    9   35.92 -120.54 12.0  6.0 2004.272_6.0
 2004  9 29 17 10  8  B067 stoney067bcn2007 125.66 273   10   36.00 -120.54 12.0  5.1 2004.273_5.1
 2004  9 29 22 54 57  B067 stoney067bcn2007 296.27 273   11   35.41 -118.73 12.0  5.0 2004.273_5.0
 2004  9 30 18 54 32  B067 stoney067bcn2007 122.19 274   12   36.02 -120.57 12.0  4.9 2004.274_4.9
 2005  3 18  7 24  2  B067 stoney067bcn2007 494.63 077   24   40.40 -124.86 21.6  4.9 2005.077_4.9
 2005  4 16 19 18 22  B067 stoney067bcn2007 288.80 106   25   35.03 -119.18 12.0  5.1 2005.106_5.1
 2006  5 12 10 37 32  B067 stoney067bcn2007 252.71 132   38   38.80 -122.85 13.6  4.8 2006.132_4.8
 2007  5  9  7 50  9  B067 stoney067bcn2007 497.05 129   49   40.34 -125.01 19.4  5.4 2007.129_5.4
 2007 10 31  3  4 59  B067 stoney067bcn2007  71.12 304   55   37.37 -121.78 13.9  5.6 2007.304_5.6
 2008  1 19 23 13 10  B067 stoney067bcn2007 397.84 019   60   40.24 -122.69 20.5  4.9 2008.019_4.9
 2008  4 26  6 40 14  B067 stoney067bcn2007 342.37 117   73   39.56 -119.91 15.1  5.0 2008.117_5.0
 2008  4 30  3  3  8  B067 stoney067bcn2007 484.87 121   75   40.83 -123.62 28.0  5.4 2008.121_5.4
 2008  7 29 18 42 20  B067 stoney067bcn2007 461.72 211   87   33.93 -117.84 20.0  5.5 2008.211_5.5
 2008 10 26  9 27 25  B067 stoney067bcn2007 473.36 300   91   40.29 -124.63 22.4  5.0 2008.300_5.0
 2009  8  7 10 49 39  B067 stoney067bcn2007 474.98 219   98   40.34 -124.57 18.5  5.0 2009.219_5.0
 2009 10  1 10  1 28  B067 stoney067bcn2007 337.12 274  103   36.37 -117.83 14.8  5.1 2009.274_5.1
 2009 10  3  1 16  6  B067 stoney067bcn2007 341.29 276  105   36.39 -117.78 17.9  5.2 2009.276_5.2
 2009 10  3  1  9 24  B067 stoney067bcn2007 337.53 276  104   36.41 -117.82 20.7  4.9 2009.276_4.9
 2011  4 17  0 45 41  B067 stoney067bcn2007 315.12 107  139   38.47 -118.71 12.9  4.8 2011.107_4.8
 2011  8 27  7 18 24  B067 stoney067bcn2007  46.60 239  143   36.51 -121.21 19.0  4.8 2011.239_4.8
 2011 10 27  6 37 14  B067 stoney067bcn2007 338.98 300  147   39.65 -120.32 32.7  4.9 2011.300_4.9
 2012 10 21  6 55 14  B067 stoney067bcn2007  82.54 295  170   36.27 -120.89 12.0  5.4 2012.295_5.4
 2013  2 13  0 10 20  B067 stoney067bcn2007 343.49 044  175   38.06 -118.04 16.2  5.3 2013.044_5.3
 2013  5 24  3 47 12  B067 stoney067bcn2007 387.11 144  178   40.23 -121.05 20.0  5.7 2013.144_5.7
 2013  5 29 14 38  7  B067 stoney067bcn2007 290.91 149  179   34.45 -120.06 17.0  4.9 2013.149_4.9
 2004  3 17 23 53 14  B072 goldhl072bcn2007  94.08 077    2   36.03 -121.35 12.0  4.7 2004.077_4.7
 2004  6 15 22 28 52  B072 goldhl072bcn2007 436.32 167    3   32.45 -117.92 12.0  5.0 2004.167_5.0
 2004  9 18 23  2 21  B072 goldhl072bcn2007 284.15 262    7   38.02 -118.69 12.0  5.4 2004.262_5.4
 2004  9 18 23 43 44  B072 goldhl072bcn2007 283.69 262    8   38.02 -118.70 12.0  5.4 2004.262_5.4
